id	jurisdiction	full_name	short_name	in_use	start_date	end_date	parent_court_id
ohctcomplunion	ST	Union County Court of Common Pleas	Union County Court of Common Pleas	f			ohioctcompl
ohctcomplvanwe	ST	Van Wert County Court of Common Pleas	Van Wert County Court of Common Pleas	f			ohioctcompl
ohctcomplvinton	ST	Vinton County Court of Common Pleas	Vinton County Court of Common Pleas	f			ohioctcompl
ohctcomplwarren	ST	Warren County Court of Common Pleas	Warren County Court of Common Pleas	f			ohioctcompl
ohctcomplwashin	ST	Washington County Court of Common Pleas	Washington County Court of Common Pleas	f			ohioctcompl
ohctcomplwayne	ST	Wayne County Court of Common Pleas	Wayne County Court of Common Pleas	f			ohioctcompl
ohctcomplwillia	ST	Williams County Court of Common Pleas	Williams County Court of Common Pleas	f			ohioctcompl
ohctcomplwood	ST	Wood County Court of Common Pleas	Wood County Court of Common Pleas	f			ohioctcompl
ohctcomplwyando	ST	Wyandot County Court of Common Pleas	Wyandot County Court of Common Pleas	f			ohioctcompl
ohctinsolv	ST	Ohio County Court of Insovency	Ohio County Court of Insovency	f			
ohctinsolvcuyah	SS	Cuyahoga County Court of Insolvency	Cuyahoga County Court of Insolvency	f			ohctinsolv
ohctinsolvhamil	SS	Hamilton County Court of Insolvency	Hamilton County Court of Insolvency	f			ohctinsolv
ohio	S	Ohio Supreme Court	Ohio Supreme Court	t	1841-01-01		
ohiobar	C	Board of Commissioners On The Unauthorized Practice of Law State of Ohio	Board of Commissioners On The Unauthorized Practice of Law State of Ohio	f			
ohiocirct	ST	Ohio Circuit Courts	Ohio Circuit Courts	f			
ohiocivright	C	Ohio Civil Rights Commission	Ohio Civil Rights Commission	f			
ohiocountyct	ST	Ohio County Court	Ohio County Court	f			
ohioctapp	SA	Ohio Court of Appeals	Ohio Court of Appeals	t	1912-01-01		
ohioctcl	SS	Ohio Court of Claims	Ohio Court of Claims	t			
ohioctcompl	ST	Court Of Common Pleas Of Ohio	Court of Common Pleas of Ohio	f	1787-01-01		
ohioctnp	ST	Ohio Court of Nisi Prius	Ohio Court of Nisi Prius	f			
ohioctyctashtab	ST	Ashtabula County Courts, Ohio	Ashtabula County Courts, Ohio	f			ohiocountyct
ohioctyctbelmon	ST	Belmont County Courts, Ohio	Belmont County Courts, Ohio	f			ohiocountyct
ohioctyctbrown	ST	Brown County Courts, Ohio	Brown County Courts, Ohio	f			ohiocountyct
ohioctyctbutler	ST	Butler County Courts, Ohio	Butler County Courts, Ohio	f			ohiocountyct
ohioctyctclark	ST	Clark County Court, Ohio	Clark County Court, Ohio	f			ohiocountyct
ohioctyctcolum	ST	Columbiana County Courts, Ohio	Columbiana County Courts, Ohio	f			ohiocountyct
ohioctyctcosh	ST	Coshocton County Court, Ohio	Coshocton County Court, Ohio	f			ohiocountyct
ohioctyctfrank	ST	Franklin County Courts, Ohio	Franklin County Courts, Ohio	f			ohiocountyct
ohioctyctharris	ST	Harrison County Court, Ohio	Harrison County Court, Ohio	f			ohiocountyct
ohioctycthighla	ST	Highland County Court, Ohio	Highland County Court, Ohio	f			ohiocountyct
ohioctyctmahoni	ST	Mahoning County Courts, Ohio	Mahoning County Courts, Ohio	f			ohiocountyct
ohioctyctmonroe	ST	Monroe County Court, Ohio	Monroe County Court, Ohio	f			ohiocountyct
ohioctyctmuskin	ST	Muskingum County Court, Ohio	Muskingum County Court, Ohio	f			ohiocountyct
ohioctyctpauldi	ST	Paulding County Court, Ohio	Paulding County Court, Ohio	f			ohiocountyct
ohioctyctperry	ST	Perry County Court, Ohio	Perry County Court, Ohio	f			ohiocountyct
ohioctyctpike	ST	Pike County Court, Ohio	Pike County Court, Ohio	f			ohiocountyct
ohioctyctstark	ST	Stark County Courts, Ohio	Stark County Courts, Ohio	f			ohiocountyct
ohioctycttrumbu	ST	Trumbull County Courts, Ohio	Trumbull County Courts, Ohio	f			ohiocountyct
ohiod	FD	District Court, D. Ohio	D. Ohio	t	1803-02-19	1855-02-10	usdistct
ohiopuc	ST	Ohio Public Utilities Commission	Ohio Public Utilities Commission	f			
ohiorac	SS	Ohio State Racing Commission	Ohio State Racing Commission	f			
ohiosuperct	ST	Ohio Superior Court	Ohio Superior Court	f			
ohiotax	SS	Board of Tax Appeals of Ohio Department of Taxation	Board of Tax Appeals of Ohio Department of Taxation	f			
ohjuvct	ST	Ohio Juvenile Court	Ohio Juvenile Court	f			
ohjuvctallen	ST	Allen County Juvenile Court	Allen County Juvenile Court	f			ohjuvct
ohjuvctcolumbia	ST	Columbiana County Juvenile Court	Columbiana County Juvenile Court	f			ohjuvct
ohjuvctcuyahoga	ST	Cuyahoga County Juvenile Court	Cuyahoga County Juvenile Court	f			ohjuvct
ohjuvctgreene	ST	Greene County Juvenile Court	Greene County Juvenile Court	f			ohjuvct
ohjuvcthamilton	ST	Hamilton County Juvenile Court	Hamilton County Juvenile Court	f			ohjuvct
ohjuvcthuron	ST	Huron County Juvenile Court	Huron County Juvenile Court	f			ohjuvct
ohjuvctlicking	ST	Licking County Juvenile Court	Licking County Juvenile Court	f			ohjuvct
ohjuvctlucas	ST	Lucas County Juvenile Court	Lucas County Juvenile Court	f			ohjuvct
ohjuvctmarion	ST	Marion County Juvenile Court	Marion County Juvenile Court	f			ohjuvct
ohjuvctmuskingu	ST	Muskingum County Juvenile Court	Muskingum County Juvenile Court	f			ohjuvct
ohjuvctnoble	ST	Noble County Juvenile Court	Noble County Juvenile Court	f			ohjuvct
ohjuvctpreble	ST	Preble County Juvenile Court	Preble County Juvenile Court	f			ohjuvct
ohjuvcttuscaraw	ST	Tuscarawas County Juvenile Court	Tuscarawas County Juvenile Court	f			ohjuvct
ohjuvctwarren	ST	Warren County Juvenile Court	Warren County Juvenile Court	f			ohjuvct
ohjuvctwayne	ST	Wayne County Juvenile Court	Wayne County Juvenile Court	f			ohjuvct
ohmayorct	ST	Ohio Police Court	Ohio Police Court	f			
ohmayorctcinci	ST	Cincinnati Police Court	Cincinnati Police Court	f			ohmayorct
ohmayorctclev	ST	Cleveland Police Court	Cleveland Police Court	f			ohmayorct
ohmayorctcolum	ST	Columbus Police Court	Columbus Police Court	f			ohmayorct
ohmunict	ST	Municipal Courts of Ohio	Municipal Courts of Ohio	f			
ohmunictakron	ST	Akron Municipal Court	Akron Municipal Court	f			ohmunict
ohmunictashland	ST	Ashland Municipal Court	Ashland Municipal Court	f			ohmunict
ohmunictashtabu	ST	Ashtabula Municipal Court	Ashtabula Municipal Court	f			ohmunict
ohmunictathens	ST	Athens County Municipal Court	Athens County Municipal Court	f			ohmunict
ohmunictauglaiz	ST	Auglaize County Municipal Court	Auglaize County Municipal Court	f			ohmunict
ohmunictavonlak	ST	Avon Lake Municipal Court	Avon Lake Municipal Court	f			ohmunict
ohmunictbarbert	ST	Barberton Municipal Court	Barberton Municipal Court	f			ohmunict
ohmunictbedford	ST	Bedford Municipal Court	Bedford Municipal Court	f			ohmunict
ohmunictbellefo	ST	Bellefontaine Municipal Court	Bellefontaine Municipal Court	f			ohmunict
ohmunictberea	ST	Berea Municipal Court	Berea Municipal Court	f			ohmunict
ohmunictbowling	ST	Bowling Green County Municipal Court	Bowling Green County Municipal Court	f			ohmunict
ohmunictcanton	ST	Canton Municipal Court	Canton Municipal Court	f			ohmunict
ohmunictcelina	ST	Celina Municipal Court	Celina Municipal Court	f			ohmunict
ohmunictchardon	ST	Chardon Municipal Court	Chardon Municipal Court	f			ohmunict
ohmunictchillic	ST	Chillicothe Municipal Court	Chillicothe Municipal Court	f			ohmunict
ohmunictcincinn	ST	Cincinnati Municipal Court	Cincinnati Municipal Court	f			ohmunict
ohmunictcirclev	ST	Circleville Municipal Court	Circleville Municipal Court	f			ohmunict
ohmunictclark	ST	Clark County Municipal Court	Clark County Municipal Court	f			ohmunict
ohmunictclermon	ST	Clermont County Municipal Court	Clermont County Municipal Court	f			ohmunict
ohmunictclevela	ST	City of Cleveland Municipal Court	City of Cleveland Municipal Court	f			ohmunict
ohmunictcolumbu	ST	City of Columbus Municipal Court	City of Columbus Municipal Court	f			ohmunict
ohmunictcrawfor	ST	Crawford County Municipal Court	Crawford County Municipal Court	f			ohmunict
ohmunictcuyahog	ST	Cuyahoga County Municipal Court	Cuyahoga County Municipal Court	f			ohmunict
ohmunictcuyfall	ST	Cuyahoga Falls Municipal Court	Cuyahoga Falls Municipal Court	f			ohmunict
ohmunictdarke	ST	Darke County Municipal Court	Darke County Municipal Court	f			ohmunict
ohmunictdayton	ST	City of Dayton Municipal Court	City of Dayton Municipal Court	f			ohmunict
ohmunicteastliv	ST	East Liverpool Municipal Court	East Liverpool Municipal Court	f			ohmunict
ohmunictelyria	ST	Elyria Municipal Court	Elyria Municipal Court	f			ohmunict
ohmunicteuclid	ST	Euclid Municipal Court	Euclid Municipal Court	f			ohmunict
ohmunicteuclidc	ST	Euclid City Municipal Court	Euclid City Municipal Court	f			ohmunict
ohmunictfindlay	ST	Findlay Municipal Court	Findlay Municipal Court	f			ohmunict
ohmunictfostori	ST	Fostoria Municipal Court	Fostoria Municipal Court	f			ohmunict
ohmunictfrankli	ST	Franklin County Municipal Court	Franklin County Municipal Court	f			ohmunict
ohmunictfremont	ST	Fremont Municipal Court	Fremont Municipal Court	f			ohmunict
ohmunictgallipo	ST	Gallipolis Municipal Court	Gallipolis Municipal Court	f			ohmunict
ohmunictgirard	ST	Girard Municipal Court	Girard Municipal Court	f			ohmunict
ohmunicthamilto	ST	Hamilton County Municipal Court	Hamilton County Municipal Court	f			ohmunict
ohmunicthighlan	ST	Highland County Municipal Court	Highland County Municipal Court	f			ohmunict
ohmunicthocking	ST	Hocking County Municipal Court	Hocking County Municipal Court	f			ohmunict
ohmunictketteri	ST	Kettering Municipal Court	Kettering Municipal Court	f			ohmunict
ohmunictlakewoo	ST	Lakewood Municipal Court	Lakewood Municipal Court	f			ohmunict
ohmunictlancast	ST	Lancaster Municipal Court	Lancaster Municipal Court	f			ohmunict
ohmunictlawrenc	ST	Lawrence County Municipal Court	Lawrence County Municipal Court	f			ohmunict
ohmunictlicking	ST	Licking County Municipal Court	Licking County Municipal Court	f			ohmunict
ohmunictlima	ST	Lima Municipal Court	Lima Municipal Court	f			ohmunict
ohmunictlorain	ST	Lorain Municipal Court	Lorain Municipal Court	f			ohmunict
ohmunictlucas	ST	Lucas County Municipal Court	Lucas County Municipal Court	f			ohmunict
ohmunictmansfie	ST	Mansfield Municipal Court	Mansfield Municipal Court	f			ohmunict
ohmunictmarion	ST	Marion County Municipal Court	Marion County Municipal Court	f			ohmunict
ohmunictmarysvi	ST	Marysville Municipal Court	Marysville Municipal Court	f			ohmunict
ohmunictmassill	ST	Massillon Municipal Court	Massillon Municipal Court	f			ohmunict
ohmunictmaumee	ST	Maumee Municipal Court	Maumee Municipal Court	f			ohmunict
ohmunictmedina	ST	Medina Municipal Court	Medina Municipal Court	f			ohmunict
ohmunictmiamisb	ST	Miamisburg Municipal Court	Miamisburg Municipal Court	f			ohmunict
ohmunictmiddlet	ST	Middletown Municipal Court	Middletown Municipal Court	f			ohmunict
ohmunictmorrow	ST	Morrow County Municipal Court	Morrow County Municipal Court	f			ohmunict
ohmunictnewphil	ST	New Philadelphia Municipal Court	New Philadelphia Municipal Court	f			ohmunict
ohmunictnewtonf	ST	Newton Falls Municipal Court	Newton Falls Municipal Court	f			ohmunict
ohmunictoberlin	ST	Oberlin Municipal Court	Oberlin Municipal Court	f			ohmunict
ohmunictparma	ST	Parma Municipal Court	Parma Municipal Court	f			ohmunict
ohmunictperrysb	ST	Perrysburg Municipal Court	Perrysburg Municipal Court	f			ohmunict
ohmunictpiqua	ST	Piqua Municipal Court	Piqua Municipal Court	f			ohmunict
ohmunictportage	ST	Portage County Municipal Court	Portage County Municipal Court	f			ohmunict
ohmunictportcli	ST	Port Clinton Municipal Court	Port Clinton Municipal Court	f			ohmunict
ohmunictportsmo	ST	Portsmouth Municipal Court	Portsmouth Municipal Court	f			ohmunict
ohmunictravenna	ST	Ravenna Municipal Court	Ravenna Municipal Court	f			ohmunict
ohmunictrockyri	ST	Rocky River Municipal Court	Rocky River Municipal Court	f			ohmunict
ohmunictshakerh	ST	Shaker Heights Municipal Court	Shaker Heights Municipal Court	f			ohmunict
ohmunictsidney	ST	Sidney Municipal Court	Sidney Municipal Court	f			ohmunict
ohmunictsoutheu	ST	South Euclid Municipal Court	South Euclid Municipal Court	f			ohmunict
ohmunictspringf	ST	Springfield Municipal Court	Springfield Municipal Court	f			ohmunict
ohmunictstruthe	ST	Struthers Municipal Court	Struthers Municipal Court	f			ohmunict
ohmunictsummit	ST	Summit County Municipal Court	Summit County Municipal Court	f			ohmunict
ohmunictsylvani	ST	Sylvania Municipal Court	Sylvania Municipal Court	f			ohmunict
ohmunicttiffin	ST	Tiffin Municipal Court	Tiffin Municipal Court	f			ohmunict
ohmunicttoledo	ST	Toledo Municipal Court	Toledo Municipal Court	f			ohmunict
ohmunicttrumbul	ST	Trumbull County Municipal Court	Trumbull County Municipal Court	f			ohmunict
ohmunictuppersa	ST	Upper Sandusky Municipal Court	Upper Sandusky Municipal Court	f			ohmunict
ohmunictvandali	ST	Municipal Court of Vandalia	Municipal Court of Vandalia	f			ohmunict
ohmunictvanwert	ST	Van Wert County Municipal Court	Van Wert County Municipal Court	f			ohmunict
ohmunictwadswor	ST	Wadsworth Municipal Court	Wadsworth Municipal Court	f			ohmunict
ohmunictwarren	ST	Warren County Municipal Court	Warren County Municipal Court	f			ohmunict
ohmunictwayne	ST	Wayne County Municipal Court	Wayne County Municipal Court	f			ohmunict
ohmunictwilloug	ST	Willoughby Municipal Court	Willoughby Municipal Court	f			ohmunict
ohmunictxenia	ST	Xenia Municipal Court	Xenia Municipal Court	f			ohmunict
ohmunictzanesvi	ST	Zanesville Municipal Court	Zanesville Municipal Court	f			ohmunict
ohnb	FB	United States Bankruptcy Court, N.D. Ohio	N.D. Ohio	t			
ohnd	FD	District Court, N.D. Ohio	N.D. Ohio	t			usdistct
ohprobct	ST	Ohio Probate Court	Ohio Probate Court	f			
ohprobctallen	ST	Allen County Probate Court	Allen County Probate Court	f			ohprobct
ohprobctashtabu	ST	Ashtabula County Probate Court	Ashtabula County Probate Court	f			ohprobct
ohprobctauglaiz	ST	Auglaize County Probate Court	Auglaize County Probate Court	f			ohprobct
ohprobctbelmont	ST	Belmont County Probate Court	Belmont County Probate Court	f			ohprobct
ohprobctbutler	ST	Butler County Probate Court	Butler County Probate Court	f			ohprobct
ohprobctchampai	ST	Champaign County Probate Court	Champaign County Probate Court	f			ohprobct
ohprobctclark	ST	Clark County Probate Court	Clark County Probate Court	f			ohprobct
ohprobctclarke	ST	Clarke County Probate Court	Clarke County Probate Court	f			ohprobct
ohprobctclermon	ST	Clermont County Probate Court	Clermont County Probate Court	f			ohprobct
ohprobctclinton	ST	Clinton County Probate Court	Clinton County Probate Court	f			ohprobct
ohprobctcolumbi	ST	Columbiana County Probate Court	Columbiana County Probate Court	f			ohprobct
ohprobctcuyahog	ST	Cuyahoga County Probate Court	Cuyahoga County Probate Court	f			ohprobct
ohprobctdarke	ST	Darke County Probate Court	Darke County Probate Court	f			ohprobct
ohprobcterie	ST	Erie County Probate Court	Erie County Probate Court	f			ohprobct
ohprobctfairfie	ST	Fairfield County Probate Court	Fairfield County Probate Court	f			ohprobct
ohprobctfayette	ST	Fayette County Probate Court	Fayette County Probate Court	f			ohprobct
ohprobctfrankli	ST	Ohio Probate Court of Franklin County	Ohio Probate Court of Franklin County	f			ohprobct
ohprobctfulton	ST	Fulton County Probate Court	Fulton County Probate Court	f			ohprobct
ohprobctgeauga	ST	Geauga County Probate Court	Geauga County Probate Court	f			ohprobct
ohprobctgreene	ST	Greene County Probate Court	Greene County Probate Court	f			ohprobct
ohprobcthamilto	ST	Hamilton County Probate Court	Hamilton County Probate Court	f			ohprobct
ohprobcthancock	ST	Hancock County Probate Court	Hancock County Probate Court	f			ohprobct
ohprobcthardin	ST	Hardin County Probate Court	Hardin County Probate Court	f			ohprobct
ohprobctharriso	ST	Harrison County Probate Court	Harrison County Probate Court	f			ohprobct
ohprobcthenry	ST	Henry County Probate Court	Henry County Probate Court	f			ohprobct
ohprobcthighlan	ST	Highland County Probate Court	Highland County Probate Court	f			ohprobct
ohprobcthuron	ST	Huron County Probate Court	Huron County Probate Court	f			ohprobct
ohprobctjackson	ST	Jackson County Probate Court	Jackson County Probate Court	f			ohprobct
ohprobctjeffers	ST	Jefferson County Probate Court	Jefferson County Probate Court	f			ohprobct
ohprobctknox	ST	Knox County Probate Court	Knox County Probate Court	f			ohprobct
ohprobctlake	ST	Lake County Probate Court	Lake County Probate Court	f			ohprobct
ohprobctlicking	ST	Licking County Probate Court	Licking County Probate Court	f			ohprobct
ohprobctlorain	ST	Lorain County Probate Court	Lorain County Probate Court	f			ohprobct
ohprobctlucas	ST	Lucas County Probate Court	Lucas County Probate Court	f			ohprobct
ohprobctmadison	ST	Madison County Probate Court	Madison County Probate Court	f			ohprobct
ohprobctmahonin	ST	Mahoning County Probate Court	Mahoning County Probate Court	f			ohprobct
ohprobctmarion	ST	Marion County Probate Court	Marion County Probate Court	f			ohprobct
ohprobctmeigs	ST	Meigs County Probate Court	Meigs County Probate Court	f			ohprobct
ohprobctmercer	ST	Mercer County Probate Court	Mercer County Probate Court	f			ohprobct
ohprobctmiami	ST	Miami County Probate Court	Miami County Probate Court	f			ohprobct
ohprobctmontgom	ST	Montgomery County Probate Court	Montgomery County Probate Court	f			ohprobct
ohprobctmorgan	ST	Morgan County Probate Court	Morgan County Probate Court	f			ohprobct
ohprobctmusking	ST	Muskingum County Probate Court	Muskingum County Probate Court	f			ohprobct
ohprobctnoble	ST	Noble County Probate Court	Noble County Probate Court	f			ohprobct
ohprobctperry	ST	Perry County Probate Court	Perry County Probate Court	f			ohprobct
ohprobctpike	ST	Pike County Probate Court	Pike County Probate Court	f			ohprobct
ohprobctportage	ST	Portage County Probate Court	Portage County Probate Court	f			ohprobct
ohprobctpreble	ST	Preble County Probate Court	Preble County Probate Court	f			ohprobct
ohprobctputnam	ST	Putnam County Probate Court	Putnam County Probate Court	f			ohprobct
ohprobctross	ST	Ross County Probate Court	Ross County Probate Court	f			ohprobct
ohprobctsandusk	ST	Sandusky County Probate Court	Sandusky County Probate Court	f			ohprobct
ohprobctscioto	ST	Scioto County Probate Court	Scioto County Probate Court	f			ohprobct
ohprobctseneca	ST	Seneca County Probate Court	Seneca County Probate Court	f			ohprobct
ohprobctshelby	ST	Shelby County Probate Court	Shelby County Probate Court	f			ohprobct
ohprobctstark	ST	Stark County Probate Court	Stark County Probate Court	f			ohprobct
ohprobctsummit	ST	Summit County Probate Court	Summit County Probate Court	f			ohprobct
ohprobcttrumbul	ST	Trumbull County Probate Court	Trumbull County Probate Court	f			ohprobct
ohprobcttuscara	ST	Tuscarawas County Probate Court	Tuscarawas County Probate Court	f			ohprobct
ohprobctunion	ST	Union County Probate Court	Union County Probate Court	f			ohprobct
ohprobctvanwer	ST	Van Wert County Probate Court	Van Wert County Probate Court	f			ohprobct
ohprobctwarren	ST	Warren County Probate Court	Warren County Probate Court	f			ohprobct
ohprobctwashing	ST	Washington County Probate Court	Washington County Probate Court	f			ohprobct
ohprobctwayne	ST	Wayne County Probate Court	Wayne County Probate Court	f			ohprobct
ohsb	FB	United States Bankruptcy Court, S.D. Ohio	S.D. Ohio	t			
ohsd	FD	District Court, S.D. Ohio	S.D. Ohio	t			usdistct
ohsuperctcinci	ST	Ohio Superior Court, Cincinnati	Ohio Superior Court, Cincinnati	f			ohiosuperct
okd	FD	United States District Court for the District of Oklahoma	United States District Court for the District of Oklahoma	f			usdistct
okeb	FB	United States Bankruptcy Court, E.D. Oklahoma	E.D. Oklahoma	t			
oked	FD	District Court, E.D. Oklahoma	E.D. Oklahoma	t			usdistct
okla	S	Supreme Court of Oklahoma	Supreme Court of Oklahoma	t	1884-01-01		
oklaag	SS	Oklahoma Attorney General Reports	Oklahoma Attorney General Reports	t			
oklacivapp	SA	Court of Civil Appeals of Oklahoma	Court of Civil Appeals of Oklahoma	t	1968-01-01		
oklacoj	SS	Court on the Judiciary of Oklahoma	Court on the Judiciary of Oklahoma	t			
oklacrimapp	SA	Court of Criminal Appeals of Oklahoma	Court of Criminal Appeals of Oklahoma	t			
oklajeap	SS	Oklahoma Judicial Ethics Advisory Panel	Oklahoma Judicial Ethics Advisory Panel	t			
oknb	FB	United States Bankruptcy Court, N.D. Oklahoma	N.D. Oklahoma	t			
oknd	FD	District Court, N.D. Oklahoma	N.D. Oklahoma	t			usdistct
okwb	FB	United States Bankruptcy Court, W.D. Oklahoma	W.D. Oklahoma	t			
okwd	FD	District Court, W.D. Oklahoma	W.D. Oklahoma	t			usdistct
olc	FS	Department of Justice Office of Legal Counsel	Office of Legal Counsel	t			ag
oneidactapp	TRA	Oneida Appellate Court	Oneida Appellate Court	t			
oneidatrialct	TRT	Oneida Tribal Judicial System, Trial Court	Oneida Tribal Judicial System, Trial Court	t			
or	S	Oregon Supreme Court	Oregon Supreme Court	t	1841-01-01		
orb	FB	United States Bankruptcy Court, D. Oregon	D. Oregon	t			
orcc	ST	Oregon County Circuit Courts	Oregon County Circuit Courts	f			
orccbaker	ST	Baker County Circuit Court, Oregon	Baker County Circuit Court, Oregon	f			orcc
orccbenton	ST	Benton County Circuit Court, Oregon	Benton County Circuit Court, Oregon	f			orcc
orccclackamas	ST	Clackamas County Circuit Court, Oregon	Clackamas County Circuit Court, Oregon	f			orcc
orccclatsop	ST	Clatsop County Circuit Court, Oregon	Clatsop County Circuit Court, Oregon	f			orcc
orcccolumbia	ST	Columbia County Circuit Court, Oregon	Columbia County Circuit Court, Oregon	f			orcc
orcccoos	ST	Coos County Circuit Court, Oregon	Coos County Circuit Court, Oregon	f			orcc
orccdeschutes	ST	Deschutes County Circuit Court, Oregon	Deschutes County Circuit Court, Oregon	f			orcc
orccdouglas	ST	Douglas County Circuit Court, Oregon	Douglas County Circuit Court, Oregon	f			orcc
orccjackson	ST	Jackson County Circuit Court, Oregon	Jackson County Circuit Court, Oregon	f			orcc
orccjosephine	ST	Josephine County Circuit Court, Oregon	Josephine County Circuit Court, Oregon	f			orcc
orccklamath	ST	Klamath County Circuit Court, Oregon	Klamath County Circuit Court, Oregon	f			orcc
orcclake	ST	Lake County Circuit Court, Oregon	Lake County Circuit Court, Oregon	f			orcc
orcclane	ST	Lane County Circuit Court, Oregon	Lane County Circuit Court, Oregon	f			orcc
orcclincoln	ST	Lincoln County Circuit Court, Oregon	Lincoln County Circuit Court, Oregon	f			orcc
orcclinn	ST	Linn County Circuit Court, Oregon	Linn County Circuit Court, Oregon	f			orcc
orccmalheur	ST	Malheur County Circuit Court, Oregon	Malheur County Circuit Court, Oregon	f			orcc
orccmarion	ST	Marion County Circuit Court, Oregon	Marion County Circuit Court, Oregon	f			orcc
orccmorrow	ST	Morrow County Circuit Court, Oregon	Morrow County Circuit Court, Oregon	f			orcc
orccmultnomah	ST	Multnomah County Circuit Court, Oregon	Multnomah County Circuit Court, Oregon	f			orcc
orccpolk	ST	Polk County Circuit Court, Oregon	Polk County Circuit Court, Oregon	f			orcc
orcctillamook	ST	Tillamook County Circuit Court, Oregon	Tillamook County Circuit Court, Oregon	f			orcc
orccumatilla	ST	Umatilla County Circuit Court, Oregon	Umatilla County Circuit Court, Oregon	f			orcc
orccunion	ST	Union County Circuit Court, Oregon	Union County Circuit Court, Oregon	f			orcc
orccwasco	ST	Wasco County Circuit Court, Oregon	Wasco County Circuit Court, Oregon	f			orcc
orccwashington	ST	Washington County Circuit Court, Oregon	Washington County Circuit Court, Oregon	f			orcc
orccyamhill	ST	Yamhill County Circuit Court, Oregon	Yamhill County Circuit Court, Oregon	f			orcc
orctapp	SA	Court of Appeals of Oregon	Court of Appeals of Oregon	t	1969-07-01		
ord	FD	District Court, D. Oregon	D. Oregon	t			usdistct
orld	FD	District Court, Orleans	Orleans District Court	t	1804-03-26	1812-04-08	usdistct
ortc	SS	Oregon Tax Court	Oregon Tax Court	t			
pa	S	Supreme Court of Pennsylvania	Supreme Court of Pennsylvania	t	1722-05-22		
paadmct	SS	Pennsylvania Admiralty Court	Pennsylvania Admiralty Court	f			
paag	SAG	Pennsylvania Office of the Attorney General	Pennsylvania Office of the Attorney General	f			
paarbpnlhc	SS	Pennsylvania Arbitration Panels for Health Care	Pennsylvania Arbitration Panels for Health Care	f			
pacommwct	SA	Commonwealth Court of Pennsylvania	Commonwealth Court of Pennsylvania	t	1968-01-01		
pactcompl	ST	Pennsylvania Court of Common Pleas	Pennsylvania Court of Common Pleas	f			
pactcompladams	ST	Pennsylvania Court of Common Pleas, Adams County	Adams County Court of Common Pleas	f			pactcompl
pactcomplallegh	ST	Pennsylvania Court of Common Pleas, Alleghany County	Alleghany County Court of Common Pleas	f			pactcompl
pactcomplarmstr	ST	Pennsylvania Court of Common Pleas, Armstrong County	Armstrong County Court of Common Pleas	f			pactcompl
pactcomplbeaver	ST	Pennsylvania Court of Common Pleas, Beaver County	Beaver County Court of Common Pleas	f			pactcompl
pactcomplbedfor	ST	Pennsylvania Court of Common Pleas, Bedford County	Bedford County Court of Common Pleas	f			pactcompl
pactcomplberks	ST	Pennsylvania Court of Common Pleas, Berks County	Berks County Court of Common Pleas	f			pactcompl
pactcomplblair	ST	Pennsylvania Court of Common Pleas, Blair County	Blair County Court of Common Pleas	f			pactcompl
pactcomplbradfo	ST	Pennsylvania Court of Common Pleas, Bradford County	Bradford County Court of Common Pleas	f			pactcompl
pactcomplbucks	ST	Pennsylvania Court of Common Pleas, Bucks County	Bucks County Court of Common Pleas	f			pactcompl
pactcomplbutler	ST	Pennsylvania Court of Common Pleas, Butler County	Butler County Court of Common Pleas	f			pactcompl
pactcomplcambri	ST	Pennsylvania Court of Common Pleas, Cambria County	Cambria County Court of Common Pleas	f			pactcompl
pactcomplcamero	ST	Pennsylvania Court of Common Pleas, Cameron County	Cameron County Court of Common Pleas	f			pactcompl
pactcomplcarbon	ST	Pennsylvania Court of Common Pleas, Carbon County	Carbon County Court of Common Pleas	f			pactcompl
pactcomplcentre	ST	Pennsylvania Court of Common Pleas, Centre County	Centre County Court of Common Pleas	f			pactcompl
pactcomplcheste	ST	Pennsylvania Court of Common Pleas, Chester County	Chester County Court of Common Pleas	f			pactcompl
pactcomplclario	ST	Pennsylvania Court of Common Pleas, Clarion County	Clarion County Court of Common Pleas	f			pactcompl
pactcomplclearf	ST	Pennsylvania Court of Common Pleas, Clearfield County	Clearfield County Court of Common Pleas	f			pactcompl
pactcomplclinto	ST	Pennsylvania Court of Common Pleas, Clinton County	Clinton County Court of Common Pleas	f			pactcompl
pactcomplcolumb	ST	Pennsylvania Court of Common Pleas, Columbia County	Columbia County Court of Common Pleas	f			pactcompl
pactcomplcrawfo	ST	Pennsylvania Court of Common Pleas, Crawford County	Crawford County Court of Common Pleas	f			pactcompl
pactcomplcumber	ST	Pennsylvania Court of Common Pleas, Cumberland County	Cumberland County Court of Common Pleas	f			pactcompl
pactcompldauphi	ST	Pennsylvania Court of Common Pleas, Dauphin County	Dauphin County Court of Common Pleas	f			pactcompl
pactcompldelawa	ST	Pennsylvania Court of Common Pleas, Delaware County	Delaware County Court of Common Pleas	f			pactcompl
pactcomplelk	ST	Pennsylvania Court of Common Pleas, Elk County	Elk County Court of Common Pleas	f			pactcompl
pactcomplerie	ST	Pennsylvania Court of Common Pleas, Erie County	Erie County Court Common Pleas	f			pactcompl
pactcomplfayett	ST	Pennsylvania Court of Common Pleas, Fayette County	Fayette County Court	f			pactcompl
pactcomplforest	ST	Pennsylvania Court of Common Pleas, Forest County	Forest County Court of Common Pleas	f			pactcompl
pactcomplfrankl	ST	Pennsylvania Court of Common Pleas, Franklin County	Franklin County Court of Common Pleas	f			pactcompl
